Title,BodyPart,Equipment,Level
FYR Dumbbell Thruster,shoulders,dumbbell,intermediate
Dumbbell hang snatch,shoulders,dumbbell,intermediate
Surfer sprawl,shoulders,dumbbell,intermediate
Dumbbell clean and press,shoulders,dumbbell,intermediate
Standing One-Arm Shoulder Press - Gethin Variation,shoulders,dumbbell,intermediate
Incline Front Dumbbell Raise - Gethin Variation,shoulders,dumbbell,intermediate
Dumbbell lateral raise,shoulders,dumbbell,intermediate
Incline Rear-Delt Fly - Gethin Variation,shoulders,dumbbell,intermediate
Incline Bench Rear Dumbbell Fly - Gethin Variation,shoulders,dumbbell,intermediate
Dumbbell front raise and press,shoulders,dumbbell,intermediate
Rotator cuff warm-up,shoulders,dumbbell,intermediate
Seated Lateral Raise - Gethin Variation,shoulders,dumbbell,intermediate
Single-arm dumbbell arc row,shoulders,dumbbell,intermediate
Incline Rear Delt Raises - Gethin Variation,shoulders,dumbbell,intermediate
Incline Dumbbell Y Raise,shoulders,dumbbell,intermediate
HM Bent-Over Rear-Delt Fly,shoulders,dumbbell,intermediate
HM Dumbbell Shoulder Press,shoulders,dumbbell,intermediate
HM Single-Leg Overhead Dumbbell Press,shoulders,dumbbell,intermediate
6 Way Shoulder Raise,shoulders,dumbbell,intermediate
Seated dumbbell lateral raise,shoulders,dumbbell,intermediate
AM Dumbbell Shoulder Press,shoulders,dumbbell,intermediate
AM Dumbbell Side Raise,shoulders,dumbbell,intermediate
AM Front Raise,shoulders,dumbbell,intermediate
UP Dumbbell Lateral Raise,shoulders,dumbbell,intermediate
UP Seated Dumbbell Overhead Press,shoulders,dumbbell,intermediate
AA Incline Bench Dumbbell Reverse Fly,shoulders,dumbbell,intermediate
CM Forward Shoulder Press,shoulders,dumbbell,intermediate
Dumbbell Halo,shoulders,dumbbell,intermediate
Standing Dumbbell Scap Raise,shoulders,dumbbell,intermediate
Holman Overhead Press,shoulders,dumbbell,intermediate
Holman Slow Weighted Half Jack to Overhead Press,shoulders,dumbbell,intermediate
Holman Slow Arnold Press,shoulders,dumbbell,intermediate
Holman Boat Arnold Press with Feet Push-Out,shoulders,dumbbell,intermediate
Holman Dumbbell Hip Drive to Overhead Press,shoulders,dumbbell,intermediate
Holman Squat Thrust to Alternating Renegade Triceps Press,shoulders,dumbbell,intermediate
Holman Cheer Press,shoulders,dumbbell,intermediate
Holman Left Arm Press with Right Arm Hold,shoulders,dumbbell,intermediate
Holman Right Arm Press with Left Arm Hold,shoulders,dumbbell,intermediate
Holman Left Front Raise with Right Hold,shoulders,dumbbell,intermediate
Holman Right Front Raise with Left Hold,shoulders,dumbbell,intermediate
Holman Alternating Front Raise to Side Raise,shoulders,dumbbell,intermediate
Holman Heavy Right Arm Overhead Press,shoulders,dumbbell,intermediate
Holman Heavy Left Arm Overhead Press,shoulders,dumbbell,intermediate
Holman Right Arm Heavy Overhead Press,shoulders,dumbbell,intermediate
Holman Right Diagonal Lunge to Overhead Press,shoulders,dumbbell,intermediate
Holman Left Arm Heavy Overhead Press,shoulders,dumbbell,intermediate
Holman Weighted Palms-In Overhead Press,shoulders,dumbbell,intermediate
Dumbbell racked carry,shoulders,dumbbell,intermediate
Dumbbell clean and push-press,shoulders,dumbbell,intermediate
Total Fitness Dumbbell Farmer's Carry,shoulders,dumbbell,intermediate
Single-arm dumbbell racked carry,shoulders,dumbbell,intermediate
Jordan Shallow Dumbbell Pull-Over,shoulders,dumbbell,intermediate
King Maker Dumbbell Lateral Raise,shoulders,dumbbell,intermediate
Dumbbell shadow boxing,shoulders,dumbbell,intermediate
King Maker Dumbbell Farmer's Carry,shoulders,dumbbell,intermediate
King Maker Dumbbell Shrug,shoulders,dumbbell,intermediate
30 Shoulders Alternating Dumbbell Front Raise,shoulders,dumbbell,intermediate
30 Shoulders Bent-Over Dumbbell Reverse Fly,shoulders,dumbbell,intermediate
30 Shoulders Dumbbell Front Raise,shoulders,dumbbell,intermediate
30 Shoulders Dumbbell Lateral Raise,shoulders,dumbbell,intermediate
30 Shoulders Dumbbell Shrug,shoulders,dumbbell,intermediate
30 Shoulders Incline Face-Down Dumbbell Reverse Fly,shoulders,dumbbell,intermediate
30 Shoulders Seated Dumbbell Front Raise,shoulders,dumbbell,intermediate
30 Shoulders Seated Dumbbell Side Raise,shoulders,dumbbell,intermediate
30 Shoulders Neutral-Grip Arnold Press,shoulders,dumbbell,intermediate
30 Shoulders Standing Dumbbell Upright Row,shoulders,dumbbell,intermediate
MetaBurn 3-Way Shoulder Raise,shoulders,dumbbell,intermediate
MetaBurn Dumbbell Overhead Press,shoulders,dumbbell,intermediate
MetaBurn Single-Leg Arnold Press,shoulders,dumbbell,intermediate
RG Forward-Leaning Dumbbell Upright Row,shoulders,dumbbell,intermediate
RG Alternating Seated Dumbbell Lateral Raise,shoulders,dumbbell,intermediate
RG Seated Dumbbell Shoulder Press,shoulders,dumbbell,intermediate
FYR2 Dumbbell Clean and Jerk,shoulders,dumbbell,intermediate
FYR2 Dumbbell Cross-Body Front Raise,shoulders,dumbbell,intermediate
FYR2 Dumbbell Front Raise,shoulders,dumbbell,intermediate
FYR2 Dumbbell Lateral Raise,shoulders,dumbbell,intermediate
FYR2 Lateral Raise Hold,shoulders,dumbbell,intermediate
FYR2 Seesaw Dumbbell Military Press,shoulders,dumbbell,intermediate
FYR2 Single-Dumbbell Halo,shoulders,dumbbell,intermediate
FYR2 Single-Dumbbell Overhead Press,shoulders,dumbbell,intermediate
Car driver,shoulders,other,intermediate
Arnold press,shoulders,dumbbell,intermediate
Front Plate Raise,shoulders,other,intermediate
Battle ropes,shoulders,other,intermediate
Seated rear delt fly,shoulders,dumbbell,intermediate
Circus Bell,shoulders,other,beginner
Landmine Linear Jammer,shoulders,other,intermediate
Crucifix,shoulders,other,beginner
Bar shoulder extension stretch,shoulders,other,beginner
Chair Upper Body Stretch,shoulders,other,beginner
Sled Reverse Flye,shoulders,other,intermediate
Plate shoulder circle big to small,shoulders,other,intermediate
Sled Overhead Backward Walk,shoulders,other,beginner
Log Lift,shoulders,other,beginner
Standing suspended rear delt fly,shoulders,other,intermediate
Waiter's carry,shoulders,other,intermediate
Towel dumbbell front raise,shoulders,other,intermediate
Reach-roll-lift combo,shoulders,other,intermediate
Upright Row - Gethin Variation,shoulders,other,intermediate
Squat Press Shoulder Press - Gethin Variation,shoulders,other,intermediate
Plate lateral raise,shoulders,other,intermediate
Standing Military Press - Gethin Variation,shoulders,other,intermediate
Bent-over plate rear delt raise,shoulders,other,intermediate
Single-arm landmine press,shoulders,other,intermediate
Plate front raise,shoulders,other,intermediate
Holman Slow Overhead Press,shoulders,other,intermediate
30 Shoulders Plate Front Raise,shoulders,other,intermediate
Single-arm landmine push-press,shoulders,other,intermediate
Single-arm cable front raise,shoulders,cable,intermediate
Cable Internal Rotation,shoulders,cable,beginner
Seated face pull,shoulders,cable,intermediate
Single-arm bent-over cable rear delt fly,shoulders,cable,intermediate
Seated cable shoulder press,shoulders,cable,intermediate
Standing face pull,shoulders,cable,intermediate
Standing cable rear delt row,shoulders,cable,intermediate
Standing Low-Pulley Deltoid Raise,shoulders,cable,intermediate
Standing crossed-cable rear delt fly,shoulders,cable,intermediate
Cable Shoulder Press,shoulders,cable,beginner
Alternating Cable Shoulder Press,shoulders,cable,beginner
Cable Seated Lateral Raise,shoulders,cable,intermediate
Single-arm lying cable front raise,shoulders,cable,intermediate
Lying cable front raise,shoulders,cable,intermediate
Cable Rear Delt Fly - Gethin Variation,shoulders,cable,intermediate
One-Arm Cable Side Raise - Gethin Variation,shoulders,cable,intermediate
Rope Face Pull - Gethin Variation,shoulders,cable,intermediate
Lying cable lateral raise,shoulders,cable,intermediate
Cable seated row,shoulders,cable,intermediate
Single-arm cable lateral raise,shoulders,cable,intermediate
UP Cable Face Pull,shoulders,cable,intermediate
AA Cable Leaning Side Raise,shoulders,cable,intermediate
30 Shoulders Bent-Over Low Cable Reverse Fly,shoulders,cable,intermediate
30 Shoulders Cable Rope Face Pull,shoulders,cable,intermediate
30 Shoulders Cable Straight-Bar Front Raise,shoulders,cable,intermediate
30 Shoulders Cable Straight-Bar Upright Row,shoulders,cable,intermediate
30 Shoulders High Cable Reverse Fly,shoulders,cable,intermediate
30 Shoulders Single-Arm Bent-Over Cable Reverse Fly,shoulders,cable,intermediate
30 Shoulders Single-Arm Cable Front Raise,shoulders,cable,intermediate
30 Shoulders Single-Arm Leaning Cable Lateral Raise,shoulders,cable,intermediate
RG 3-Way Single-Arm Rear Delt Cable Fly,shoulders,cable,intermediate
RG Single-Arm Cross-Body Cable Front Raise,shoulders,cable,intermediate
Smith machine shoulder press,shoulders,machine,intermediate
Machine shoulder press,shoulders,machine,intermediate
Reverse Machine Flyes,shoulders,machine,intermediate
Single-arm Smith machine upright row,shoulders,machine,intermediate
Machine Lateral Raise,shoulders,machine,intermediate
Smith machine behind-the-neck press,shoulders,machine,intermediate
Smith Machine Behind-The-Neck Press - Gethin Variation,shoulders,machine,intermediate
30 Shoulders Leg Press Shoulder Press,shoulders,machine,intermediate
30 Shoulders Machine Shoulder Press,shoulders,machine,intermediate
30 Shoulders Pec-Deck Reverse Fly,shoulders,machine,intermediate
30 Shoulders Smith Machine Behind-The-Head Press,shoulders,machine,intermediate
30 Shoulders Smith Machine Shoulder Press,shoulders,machine,intermediate
Handstand push-up,shoulders,body only,intermediate
Upward Stretch,shoulders,body only,intermediate
Shoulder Circles,shoulders,body only,intermediate
Cross-body shoulder stretch,shoulders,body only,intermediate
Arm circle,shoulders,body only,intermediate
Seated Front Deltoid,shoulders,body only,beginner
Shoulder Raise,shoulders,body only,intermediate
Hand Stand Push-Up,shoulders,body only,intermediate
Wall walk,shoulders,body only,intermediate
Return Push from Stance,shoulders,body only,intermediate
Wall shoulder tap,shoulders,body only,intermediate
Bear crawl shoulder tap,shoulders,body only,intermediate
Shadow boxing,shoulders,body only,intermediate
Bear crawl fire feet,shoulders,body only,intermediate
Wall sprawl,shoulders,body only,intermediate
Bent Over Shoulder Y,shoulders,body only,intermediate
Shoulder L,shoulders,body only,intermediate
Shoulder Dislocation Stretch-Dowel,shoulders,body only,intermediate
TBS Inverted Row,shoulders,body only,intermediate
PVC Shoulder Stretch,shoulders,body only,intermediate
Shoulder T,shoulders,body only,intermediate
HM Arm Circle,shoulders,body only,intermediate
HM Shoulder Stretch,shoulders,body only,intermediate
HM Shoulder Stretch on Floor,shoulders,body only,intermediate
HM Shoulder Tap,shoulders,body only,intermediate
HM Hand-On-Wall Stretch,shoulders,body only,intermediate
HM Jumping Arm Circle,shoulders,body only,intermediate
Kipping Clapping Pull-Up,shoulders,body only,intermediate
Holman Kneeling Overhead Press to Donkey Kick,shoulders,body only,intermediate
Floor angel,shoulders,body only,intermediate
Shoulder extension stretch,shoulders,body only,intermediate
Backward Medicine Ball Throw,shoulders,medicine ball,beginner
Medicine ball scoop throw,shoulders,medicine ball,intermediate
Standing Two-Arm Overhead Throw,shoulders,medicine ball,beginner
Incline face-down bar front raise,shoulders,e-z curl bar,intermediate
Incline anti-gravity shoulder press,shoulders,e-z curl bar,intermediate
30 Shoulders EZ-Bar Front Raise,shoulders,e-z curl bar,intermediate
Side Wrist Pull,shoulders,unknown,beginner
Elbow Circles,shoulders,unknown,beginner
Kneeling Arm Drill,shoulders,unknown,beginner
Bent-over shoulder rotation,shoulders,exercise ball,intermediate
Band overhead triceps press,triceps,bands,intermediate
Band overhead triceps extension,triceps,bands,intermediate
Band straight-arm pull-down,triceps,bands,intermediate
Band skullcrusher,triceps,bands,intermediate
Single-arm band kick-back,triceps,bands,intermediate
Incline EZ-bar skullcrusher,triceps,barbell,intermediate
Decline Close-Grip Bench To Skull Crusher,triceps,barbell,beginner
Bench Press - Powerlifting,triceps,barbell,intermediate
Behind-the-head skullcrusher,triceps,barbell,intermediate
Standing barbell overhead triceps extension,triceps,barbell,intermediate
Reverse-grip bench press,triceps,barbell,intermediate
Bench Press with Chains,triceps,barbell,beginner
Floor Press,triceps,barbell,beginner
One Arm Floor Press,triceps,barbell,beginner
Pin Presses,triceps,barbell,beginner
JM Press With Bands,triceps,barbell,beginner
JM Press,triceps,barbell,beginner
Floor Press with Chains,triceps,barbell,beginner
Reverse Band Bench Press,triceps,barbell,beginner
Decline Barbell Triceps Extension - Gethin Variation,triceps,barbell,intermediate
AM Skullcrusher,triceps,barbell,intermediate
30 Arms Close-Grip Bench Press,triceps,barbell,intermediate
30 Arms Barbell Skullcrusher,triceps,barbell,intermediate
FYR2 Sprawl Over Kettlebell,triceps,kettlebells,intermediate
Dumbbell floor press,triceps,dumbbell,intermediate
Seated triceps press,triceps,dumbbell,intermediate
Tricep Dumbbell Kickback,triceps,dumbbell,intermediate
Standing Dumbbell Triceps Extension,triceps,dumbbell,intermediate
Double-arm triceps kick-back,triceps,dumbbell,intermediate
Single-arm dumbbell triceps extension,triceps,dumbbell,intermediate
Decline Dumbbell Triceps Extension,triceps,dumbbell,beginner
Dumbbell skullcrusher,triceps,dumbbell,intermediate
One Arm Pronated Dumbbell Triceps Extension,triceps,dumbbell,beginner
One Arm Supinated Dumbbell Triceps Extension,triceps,dumbbell,beginner
Seated Bent-Over Two-Arm Dumbbell Triceps Extension,triceps,dumbbell,beginner
Tate Press,triceps,dumbbell,beginner
Standing Bent-Over One-Arm Dumbbell Triceps Extension,triceps,dumbbell,intermediate
Seated Bent-Over One-Arm Dumbbell Triceps Extension,triceps,dumbbell,beginner
Dumbbell Tricep Extension -Pronated Grip,triceps,dumbbell,beginner
V-sit with overhead triceps extension,triceps,dumbbell,intermediate
PJR Pull-Over,triceps,dumbbell,intermediate
Paul Carter Dumbbell Kick-Back,triceps,dumbbell,intermediate
Single-arm dumbbell skullcrusher,triceps,dumbbell,intermediate
Dumbbells-together incline bench press,triceps,dumbbell,intermediate
Incline dumbbell overhead triceps extension,triceps,dumbbell,intermediate
Dumbbell Crush Press,triceps,dumbbell,intermediate
Holman Hovering Renegade Triceps Press,triceps,dumbbell,intermediate
Holman Heavy Triceps Press to Overhead Press,triceps,dumbbell,intermediate
Total Fitness Close-Grip Dumbbell Press,triceps,dumbbell,intermediate
Dumbbell row to triceps kick-back,triceps,dumbbell,intermediate
Rolling triceps press,triceps,dumbbell,intermediate
MetaBurn Skullcrusher to Ab Crunch,triceps,dumbbell,intermediate
FYR2 Single-Dumbbell Triceps Extension,triceps,dumbbell,intermediate
30 Arms Overhead Dumbbell Triceps Extension,triceps,dumbbell,intermediate
30 Arms Dumbbell Skullcrusher,triceps,dumbbell,intermediate
30 Arms Dumbbell Kick-Back,triceps,dumbbell,intermediate
30 Arms BFR Dumbbell Kick-Back,triceps,dumbbell,intermediate
Dumbbell saw triceps skullcrusher,triceps,dumbbell,intermediate
Chain Handle Extension,triceps,other,beginner
Sled Overhead Triceps Extension,triceps,other,beginner
Body Triceps Press Using Flat Bench,triceps,other,intermediate
Suspended Triceps Press,triceps,other,beginner
Seated triceps push-down,triceps,other,intermediate
Machine triceps extension-,triceps,other,intermediate
Holman Overhead Weighted Triceps Press,triceps,other,intermediate
30 Arms Weighted Triceps Dip,triceps,other,intermediate
Cable V-bar push-down,triceps,cable,intermediate
Reverse Grip Triceps Pushdown,triceps,cable,intermediate
Kneeling cable triceps extension,triceps,cable,intermediate
Single-arm cable triceps extension,triceps,cable,intermediate
Dip Machine,triceps,cable,intermediate
Triceps Pushdown,triceps,cable,intermediate
Low cable overhead triceps extension,triceps,cable,intermediate
Lying cable triceps extension,triceps,cable,intermediate
Low Cable Triceps Extension,triceps,cable,beginner
Cable overhead triceps extension,triceps,cable,intermediate
Single-arm low cable triceps extension,triceps,cable,intermediate
Incline cable straight-bar triceps extension,triceps,cable,intermediate
Paul Carter Overhead Rope Triceps Extension,triceps,cable,intermediate
TBS Rope Cable Push-Down,triceps,cable,intermediate
Single-arm cable triceps kick-back,triceps,cable,intermediate
Incline cable rope triceps extension,triceps,cable,intermediate
Reverse-grip cable straight-bar push-down,triceps,cable,intermediate
Kneeling Cable Triceps Extension - Gethin Variation,triceps,cable,intermediate
Cable Overhead Triceps Extension - Gethin Variation,triceps,cable,intermediate
Reverse-Grip Cable Triceps Pushdown - Gethin Variation,triceps,cable,intermediate
Cable Triceps Extension - Gethin Variation,triceps,cable,intermediate
Single-arm incline triceps extension,triceps,cable,intermediate
Triceps Overhead Extension with Rope - Gethin Variation,triceps,cable,intermediate
Cable rope push-down,triceps,cable,intermediate
Cable straight-bar push-down,triceps,cable,intermediate
Straight-arm bar pull-down,triceps,cable,intermediate
AM Rope Triceps Pushdown,triceps,cable,intermediate
AM Bar Triceps Push-Down,triceps,cable,intermediate
Rope overhead triceps extension,triceps,cable,intermediate
UP Rope Push-down,triceps,cable,intermediate
UP Triceps Extension Straight-Bar Push-Down,triceps,cable,intermediate
LD Cable One-Arm Upright Row,triceps,cable,intermediate
30 Arms Underhand Cable Straight-Bar Push-Down,triceps,cable,intermediate
30 Arms Single-Arm Reverse-Grip Cable Push-Down,triceps,cable,intermediate
30 Arms Cable V-Bar Push-Down,triceps,cable,intermediate
30 Arms Cable Straight-Bar Push-Down,triceps,cable,intermediate
30 Arms Cable Rope Push-Down,triceps,cable,intermediate
30 Arms Cable Rope Overhead Triceps Extension,triceps,cable,intermediate
BFR underhand straight-bar push-down,triceps,cable,intermediate
BFR overhand straight-bar push-down,triceps,cable,intermediate
BFR cable rope push-down,triceps,cable,intermediate
Triceps Pressdown,triceps,cable,intermediate
Machine Triceps Extension,triceps,machine,intermediate
Smith machine end-grip shoulder press,triceps,machine,intermediate
Assist machine triceps push-down,triceps,machine,intermediate
Smith machine close-grip bench press-,triceps,machine,intermediate
Machine Triceps Extension - Gethin Variation,triceps,machine,intermediate
Overhead Machine Triceps Extension - Gethin Variation,triceps,machine,intermediate
30 Arms Machine Triceps Dip,triceps,machine,intermediate
Triceps dip,triceps,body only,intermediate
Weighted bench dip,triceps,body only,intermediate
Push-Ups - Close Triceps Position,triceps,body only,intermediate
Parallel Bar Dip,triceps,body only,intermediate
Ring dip,triceps,body only,intermediate
Feet-elevated bench dip,triceps,body only,intermediate
Bodyweight triceps press,triceps,body only,intermediate
Standing Towel Triceps Extension,triceps,body only,beginner
Tricep Side Stretch,triceps,body only,intermediate
Triceps Stretch,triceps,body only,intermediate
Overhead Triceps,triceps,body only,beginner
Russian Bar Dip,triceps,body only,intermediate
Straight-arm plank with kick-back,triceps,body only,intermediate
TBS Dip,triceps,body only,intermediate
Bench Dips - Gethin Variation,triceps,body only,intermediate
Banded dip,triceps,body only,intermediate
Bench Dip - Gethin Variation,triceps,body only,intermediate
HM Chair Dip,triceps,body only,intermediate
Bench dip,triceps,body only,intermediate
Holman Step Triceps Dip,triceps,body only,intermediate
Holman Chair Triceps Dip,triceps,body only,intermediate
Bodyweight Triceps Rope Press,triceps,body only,intermediate
Holman Heavy Triceps Overhead Press,triceps,body only,intermediate
Holman Couch Triceps Dip,triceps,body only,intermediate
FYR2 Triceps Push-Up,triceps,body only,intermediate
30 Arms Triceps Dip,triceps,body only,intermediate
30 Arms Close-Grip Push-Up,triceps,body only,intermediate
30 Arms BFR Close-Grip Push-Up,triceps,body only,intermediate
Supine Chest Throw,triceps,medicine ball,beginner
Decline EZ-bar skullcrusher,triceps,e-z curl bar,intermediate
EZ-Bar Skullcrusher,triceps,e-z curl bar,intermediate
EZ-bar skullcrusher-,triceps,e-z curl bar,intermediate
Lying Close-Grip Barbell Triceps Press To Chin,triceps,e-z curl bar,beginner
EZ-Bar Skullcrusher - Gethin Variation,triceps,e-z curl bar,intermediate
TBS Skullcrusher,triceps,e-z curl bar,intermediate
30 Arms EZ-Bar Skullcrusher,triceps,e-z curl bar,intermediate
